"ID","URLP/URL1"
"4196949","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/pink-panther-2/movie-review/4196949.cms"
"4163301","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/blindness/movie-review/4163301.cms"
"4163261","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/valkyrie/movie-review/4163261.cms"
"4156195","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/milk/movie-review/4156195.cms"
"4163046","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/what-just-happened/movie-review/4163046.cms"
"4162861","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/big-stan/movie-review/4162861.cms"
"4126265","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/hes-just-not-that-into-you/movie-review/4126265.cms"
"4126329","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/redline/movie-review/4126329.cms"
"4120042","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/seven-pounds/movie-review/4120042.cms"
"4089766","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/marley-and-me/movie-review/4089766.cms"
"4089790","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/how-to-lose-friends-and-alienate-people/movie-review/4089790.cms"
"4089772","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/outlander/movie-review/4089772.cms"
"4054894","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/honeydripper/movie-review/4054894.cms"
"4054850","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/meet-bill/movie-review/4054850.cms"
"4054785","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/bedtime-stories/movie-review/4054785.cms"
"4018046","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/slumdog-millionaire/movie-review/4018046.cms"
"3990682","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/im-not-there/movie-review/3990682.cms"
"50295029","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/flashbacks-of-a-fool/movie-review/50295029.cms"
"3990615","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/changeling/movie-review/3990615.cms"
