"ID","URLP/URL1"
"49014666","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/everest/movie-review/49014666.cms"
"49000981","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/pawn-sacrifice/movie-review/49000981.cms"
"48997144","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/black-mass/movie-review/48997144.cms"
"48897740","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/we-are-your-friends/movie-review/48897740.cms"
"48815706","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/hitman-agent-47/movie-review/48815706.cms"
"48787091","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/shes-funny-that-way/movie-review/48787091.cms"
"48784730","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/the-transporter-refueled/movie-review/48784730.cms"
"48712558","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/the-man-from-u-n-c-l-e-/movie-review/48712558.cms"
"48711575","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/no-escape/movie-review/48711575.cms"
"48692604","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/ricki-and-the-flash/movie-review/48692604.cms"
"48585791","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/fantastic-four/movie-review/48585791.cms"
"48553687","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/the-gift/movie-review/48553687.cms"
"48483433","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/vacation/movie-review/48483433.cms"
"48465615","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/shaun-the-sheep-movie/movie-review/48465615.cms"
"48371974","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/mission-impossible-rogue-nation/movie-review/48371974.cms"
"48297590","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/pixels/movie-review/48297590.cms"
"48280132","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/the-vatican-tapes/movie-review/48280132.cms"
"48278886","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/southpaw/movie-review/48278886.cms"
"48205220","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/mr-holmes/movie-review/48205220.cms"
"48202648","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/ant-man/movie-review/48202648.cms"
"48020160","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/the-gallows/movie-review/48020160.cms"
"48001969","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/minions/movie-review/48001969.cms"
"47999327","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/amy/movie-review/47999327.cms"
"47909426","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/terminator-genisys/movie-review/47909426.cms"
"47908451","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/max/movie-review/47908451.cms"
"47906726","https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/pitch-perfect-2/movie-review/47906726.cms"
